Nombre,Marca,Categorias,Precio Original,Precio Final,Moneda,Estado,Descripcion,Fecha de captura 
EL CORTE INGLES masa brisa envase 230 g,,"Alimentación General,Alimentación general,Pastas y masas,Masas y bases de pizza",1.25,1.25,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
EL CORTE INGLES masa para empanada envase 280 g,,"Alimentación General,Alimentación general,Pastas y masas,Masas y bases de pizza",1.52,1.52,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CASA TARRADELLAS masa de hojaldre con mantequilla envase 260 g,,"Alimentación General,Alimentación general,Pastas y masas,Masas y bases de pizza",1.54,1.54,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CASA TARRADELLAS masa de hojaldre envase 260 g,,"Alimentación General,Alimentación general,Pastas y masas,Masas y bases de pizza",1.52,1.52,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CASA TARRADELLAS masa para pizza 5 semillas & cereales con aceite de oliva envase 260 g,,"Alimentación General,Alimentación general,Pastas y masas,Masas y bases de pizza",1.52,1.52,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CASA TARRADELLAS masa para pizza fina con aceite de oliva envase 260 g,,"Alimentación General,Alimentación general,Pastas y masas,Masas y bases de pizza",1.52,1.52,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
JR masa brick 3 metros envase 180 g,,"Alimentación General,Alimentación general,Pastas y masas,Masas y bases de pizza",3.09,3.09,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
JR masa brick envase 170 g,,"Alimentación General,Alimentación general,Pastas y masas,Masas y bases de pizza",2.75,2.75,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
JR pasta filo hojaldrado especial 8-10 hojas envase 250 g,,"Alimentación General,Alimentación general,Pastas y masas,Masas y bases de pizza",3.49,3.49,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
BIOGRA humus tradicional ecológico envase 180 g,,"Dietéticos,Dietéticos,Alimentación básica dietética,Patés vegetales y humus",2.99,2.99,EUR,AVAILABLE,Lleva 3 y paga 2,2020-04-12
IBSA pimientos del Bierzo asados en horno en aceite de oliva pack 2 frasco 220 g neto escurrido,,"Alimentación General,Alimentación general,Conservas vegetales,Pimientos del bierzo",4.95,4.95,EUR,AVAILABLE,,2020-04-12
CASCAJARES cocido a la madrileña 1 ración envase 350 g,,"Alimentación General,Alimentación general,Platos preparados,Platos preparados diversos",3.30,3.30,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
VITACOCO agua de coco exprimido Sin Gluten brik 1 l,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",4.35,4.35,EUR,AVAILABLE,Con regalo de 1 brik de agua de coco exprimido Sin Gluten Vitacoco 330 ml,2020-04-12
VITAMIN WELL RELOAD bebida refrescante vitaminada sabor lima limón ayuda a recargar tu energía botella 50 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",1.89,1.89,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
VITAMIN WELL CARE bebida refrescante vitaminada sabor pomelo protege la belleza de piel y cabello botella 50 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",1.89,1.89,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
VITAMIN WELL ANTIOXIDANT bebida refrescante vitaminada sabor melocotón ayuda a proteger las células botella 50 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",1.89,1.89,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
VITAMIN WELL AWAKE bebida refrescante vitaminada sabor frambuesa ayuda a mantener tu energía botella 50 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",1.89,1.89,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
"SUNLOVER Bebida funcional rica en vitaminas y minerales, cero calorías, sin azúcar y lactosa lata 25 cl (Protege, hidrata y regenera la piel)",,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",1.64,1.00,EUR,AVAILABLE,,2020-04-12
SUNLOVER bebida funcional sabor melocotón blanco con colágeno zero calorías lata 25 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",1.64,1.00,EUR,AVAILABLE,,2020-04-12
RAW Organic bebida funcional ecológica sabor arandanos y acai botella 50 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",1.49,1.49,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
RAW Organic bebida funcional sabor lima y limón ecológica botella 50 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",1.49,1.49,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
RAW Organic bebida funcional sabor fresa y menta ecológica botella 50 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",1.49,1.49,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
RAW Organic bebida funcional sabor mandarina y mango ecológica botella 50 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",1.49,1.49,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
"AQUARIUS RAYGO bebida refrescante funcional con maca y ginseng sabor granada y mango botella 27,50 cl",,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",0.74,0.74,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
AQUARIUS RAYGO bebida refrescante funcional con tupinambo y ginseng sabor piña y menta botella 27.50 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",0.74,0.74,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
"AQUARIUS RAYGO bebida refrescante funcional con jengibre y ginseng sabor manzana y lichi botella 27,50 cl",,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",0.74,0.74,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
OCEAN 52 refresco funcional sabor fruta de la pasión con minerales y magnesio lata 33 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",1.29,1.29,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
THE ELEMENTS refresco funcional de Aloe Vera botella 50 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Refrescos Funcionales",1.60,1.60,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
NATURGREEN sirope de ágave sin gluten ecológico botella 500 ml,,"Dietéticos,Dietéticos,Desayunos, dulces y pan,Siropes",7.80,7.80,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
HABLA DE LA TIERRA vino tinto tempranillo cabernet sauvignon de Extremadura botella 75 cl,,"Bebidas,Vinos,Vino tinto,Vino tinto Extremadura",7.68,6.99,EUR,AVAILABLE,,2020-04-12
CONSORCIO filetes de anchoa en aceite de oliva frasco 55 g neto escurrido,,"Alimentación General,Alimentación general,Conservas de pescado,Anchoas",5.39,4.65,EUR,AVAILABLE,,2020-04-12
CONSORCIO filetes de anchoa en aceite de oliva lata 29 g neto escurrido,,"Alimentación General,Alimentación general,Conservas de pescado,Anchoas",2.69,1.99,EUR,AVAILABLE,,2020-04-12
CONSORCIO anchoas ligeras en sal con aceite de oliva lata 29 g,,"Alimentación General,Alimentación general,Conservas de pescado,Anchoas",2.91,2.35,EUR,AVAILABLE,,2020-04-12
ALBO filetes de anchoa en aceite de oliva lata 29 g neto escurrido,,"Alimentación General,Alimentación general,Conservas de pescado,Anchoas",3.50,2.85,EUR,AVAILABLE,,2020-04-12
ALBO filetes de anchoa en aceite de oliva virgen extra lata 29 g neto escurrido,,"Alimentación General,Alimentación general,Conservas de pescado,Anchoas",3.95,2.85,EUR,AVAILABLE,,2020-04-12
ANXOVES DE L'ESCALA filetes de anchoa en aceite de oliva pack 2 frasco 55 g neto escurrido,,"Alimentación General,Alimentación general,Conservas de pescado,Anchoas",11.95,11.95,EUR,AVAILABLE,,2020-04-12
MIGUEL VERGARA lomo/entrecot de vacuno de raza angus peso aproximado bandeja 250 g,,"Frescos,Carnicería,Vacuno,Angus",10.99,7.49,EUR,AVAILABLE,,2020-04-12
MIGUEL VERGARA hamburguesas de vacuno raza angus sin gluten 2 unidades bandeja 320 g,,"Frescos,Carnicería,Vacuno,Angus",5.50,5.50,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
STARK limpiametales algodón mágico para plata y otros metales lata 100 g,,"Droguería y Limpieza,Droguería y limpieza,Limpiadores del hogar,Limpia metales",2.75,2.35,EUR,AVAILABLE,,2020-04-12
GLISS Hair Repair tratamiento express Fiber Therapy Bonding con keratina líquida y omega plex tubo 200 ml 30 seg. con aclarado para cabello sobreprocesado y estropeado,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",4.05,4.05,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
ELVIVE crema de peinado Aceite extraordinario perfeccionador rizos sin aclarado frasco 200 ml,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",5.00,5.00,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
"ELVIVE crema sin aclarado Dream Long Stop Tijeras sin aclarado para pelo largo, dañado frasco 200 ml",,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",4.89,4.89,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
ELVIVE Aceite Extraordinario en crema con 6 aceites de flores preciosas sin aclarado tubo 150 ml para todo tipo de cabello,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",7.10,7.10,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
ELVIVE bálsamo Cica Repair con caléndula y ceramina frasco 150 ml,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",5.09,5.09,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
ELVIVE sérum capilar Aceite Extraordinario aceite de coco para cabello normal a seco frasco 100 ml,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",8.65,8.65,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
ELVIVE sérum capilar Aceite Extraordinario sublimador del cabello con 6 aceites de flores precios frasco 100 ml,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",8.95,8.65,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
ELVIVE sérum Dream Long Stop Frizz anti-encrespamiento sin aclarado dosificador 100 ml,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",5.00,5.00,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
ELVIVE Full Resist crema sin aclarado Stop Rotura para cabello frágil con tendencia a caerse frasco 200 ml,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",5.00,5.00,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
KERZO loción capilar Choc frasco 150 ml cabello en fase de caída importante,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",6.65,6.65,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
GISELE DENIS protector solar capilar spray 100 ml,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",14.95,10.47,EUR,AVAILABLE,,2020-04-12
NATUR VITAL spray anticaída para cuero cabelludo sensible spray 150 ml,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",6.25,6.25,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
HERBAL ESSENCES bio renew aceite para el cabello antiencrespamiento hemp & aloe spray 100 ml,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",4.60,4.60,EUR,AVAILABLE,2ª unidad al 70% de descuento,2020-04-12
HERBAL ESSENCES bio renew aceite para el cabello hidrata aceite de coco & aloe spray 100 ml,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",4.60,4.60,EUR,AVAILABLE,2ª unidad al 70% de descuento,2020-04-12
HERBAL ESSENCES bio renew aceite para el cabello repara argán & aloe spray 100 ml,,"Cuidado e higiene personal,Higiene personal,Cuidado del cabello,Tratamiento del cabello",4.60,4.60,EUR,AVAILABLE,2ª unidad al 70% de descuento,2020-04-12
MARINA ESPUMANTE vino blanco espumoso de Alicante botella 75 cl,,"Bebidas,Vinos,Vino blanco,Vino blanco Valencia",5.75,5.75,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
LAUDUM vino blanco chardonnay joven ecológico de Alicante botella 75 cl,,"Bebidas,Vinos,Vino blanco,Vino blanco Valencia",7.15,5.75,EUR,AVAILABLE,,2020-04-12
EL NOVIO PERFECTO vino blanco semidulce DO P. Valencia botella 75 cl,,"Bebidas,Vinos,Vino blanco,Vino blanco Valencia",6.95,6.95,EUR,AVAILABLE,Lleva 6 y paga 5,2020-04-12
THARSYS CITY vino blanco macabeo fermentado en barrica DO Utiel-Requena botella 75 cl,,"Bebidas,Vinos,Vino blanco,Vino blanco Valencia",4.95,4.20,EUR,AVAILABLE,,2020-04-12
CATAMARAN vino blanco macabeo verdejo de Valencia D.O Utiel-Requena botella 75 cl,,"Bebidas,Vinos,Vino blanco,Vino blanco Valencia",6.38,5.06,EUR,AVAILABLE,2ª unidad al 70% de descuento,2020-04-12
LAS 2CES vino blanco joven DO Utiel Requena botella 75 cl,,"Bebidas,Vinos,Vino blanco,Vino blanco Valencia",7.95,7.95,EUR,AVAILABLE,2ª unidad al 70% de descuento,2020-04-12
PACO & LOLA vino tinto mencía DO Valdeorras botella 75 cl,,"Bebidas,Vinos,Vino tinto,Vino tinto Galicia",9.90,8.90,EUR,AVAILABLE,,2020-04-12
ALTER vino tinto DO Ribeiro botella 75 cl,,"Bebidas,Vinos,Vino tinto,Vino tinto Galicia",10.90,10.90,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
GARGALO vino tinto DO Monterrei botella 75 cl,,"Bebidas,Vinos,Vino tinto,Vino tinto Galicia",14.49,11.65,EUR,AVAILABLE,,2020-04-12
DANONE YOPRO yogur desnatado 0% m.g. 0% azúcares añadidos con arándanos con proteínas 15 g pack 2 unidades 160 g,,"Lácteos,Lácteos,Yogures,Yogur proteínas",1.99,1.99,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
DANONE YOPRO yogur desnatado 0% m.g. 0% azúcares añadidos natural con proteínas 16 g pack 2 unidades 160 g,,"Lácteos,Lácteos,Yogures,Yogur proteínas",1.99,1.99,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
NATURGREEN Bio aceite de lino virgen primera presión en frío ecológico botella 500 ml,,"Dietéticos,Dietéticos,Alimentación básica dietética,Aceites y vinagres",9.20,8.27,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
NATURGREEN Bio aceite de coco virgen ecológico sin gluten y sin lactosa envase 400 g,,"Dietéticos,Dietéticos,Alimentación básica dietética,Aceites y vinagres",11.19,11.19,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CARRETILLA ensalda de Quinoa con suave aliño de chili envase 230 g,,"Alimentación General,Alimentación general,Platos preparados,Ensaladas preparadas",2.08,1.59,EUR,AVAILABLE,,2020-04-12
CARRETILLA ensalada de pasta con atún bol 240 g,,"Alimentación General,Alimentación general,Platos preparados,Ensaladas preparadas",1.89,1.59,EUR,AVAILABLE,,2020-04-12
CARRETILLA Ensaladilla rusa sin gluten bol 240 g,,"Alimentación General,Alimentación general,Platos preparados,Ensaladas preparadas",1.89,1.59,EUR,AVAILABLE,,2020-04-12
CARRETILLA ensalada  ligera bol 200 g,,"Alimentación General,Alimentación general,Platos preparados,Ensaladas preparadas",1.89,1.59,EUR,AVAILABLE,,2020-04-12
BONDUELLE guisantes extra finos cocinados frasco 465 g neto escurrido,,"Alimentación General,Alimentación general,Conservas vegetales,Guisantes",2.75,2.75,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
BONDUELLE guisantes y zanahorias pack 3 lata 130 g neto escurrido,,"Alimentación General,Alimentación general,Conservas vegetales,Guisantes",2.69,2.69,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
BONDUELLE guisantes al natural tiernos y muy finos pack 3 latas 140 g neto escurrido,,"Alimentación General,Alimentación general,Conservas vegetales,Guisantes",2.69,2.69,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
BONDUELLE un toque de guisantes finos pack 3 lata 65 g neto escurrido,,"Alimentación General,Alimentación general,Conservas vegetales,Guisantes",1.69,1.69,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
BONDUELLE guisantes ecológicos pack 2 lata 130 g neto escurrido,,"Alimentación General,Alimentación general,Conservas vegetales,Guisantes",2.29,2.29,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
BONDUELLE guisantes al natural tiernos y muy finos sin azúcares añadidos lata 250 g neto escurrido,,"Alimentación General,Alimentación general,Conservas vegetales,Guisantes",1.45,1.45,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
BONDUELLE Natur+ guisantes finos lata 260 g neto escurrido,,"Alimentación General,Alimentación general,Conservas vegetales,Guisantes",2.05,2.05,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
SORELLE NURZIA panettone envase 1 kg,,"Desayunos Dulces y pan,Desayunos, dulces y pan,Bollería y pastelería,Panettones y Pandoros",26.35,5.00,EUR,AVAILABLE,2ª unidad al 70% de descuento,2020-04-12
SORELLE NURZIA pandoro clásico envase 1 kg,,"Desayunos Dulces y pan,Desayunos, dulces y pan,Bollería y pastelería,Panettones y Pandoros",23.55,5.00,EUR,AVAILABLE,2ª unidad al 70% de descuento,2020-04-12
GALBANI mozzarella fresca light bola bolsa 125 g,,"Frescos,Charcutería y queso envasado,Quesos envasados,Queso Mozzarella envasado",1.49,1.49,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
GALBANI mozzarella fresca bola bolsa 125 g,,"Frescos,Charcutería y queso envasado,Quesos envasados,Queso Mozzarella envasado",1.49,1.49,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CABO DE PEÑAS sardinillas en aceite de oliva virgen extra ecológico 7-10 piezas lata 60 g neto escurrido,,"Alimentación General,Alimentación general,Conservas de pescado,Sardinillas",2.65,1.85,EUR,AVAILABLE,,2020-04-12
CABO DE PEÑAS sardinillas en aceite de oliva 6-10 piezas lata 60 g neto escurrido,,"Alimentación General,Alimentación general,Conservas de pescado,Sardinillas",1.93,1.45,EUR,AVAILABLE,,2020-04-12
CABO DE PEÑAS sardinillas en aceite oliva con pimiento de padrón lata 60 g neto escurrido,,"Alimentación General,Alimentación general,Conservas de pescado,Sardinillas",2.88,1.95,EUR,AVAILABLE,,2020-04-12
PATRON sardinillas en aceite de oliva 14-16 piezas lata 90 g neto escurrido,,"Alimentación General,Alimentación general,Conservas de pescado,Sardinillas",3.19,2.55,EUR,AVAILABLE,,2020-04-12
NORDIC MIST tónica original botella 20 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Tónica, Mixers y Ginger Ale",0.59,0.59,EUR,AVAILABLE,Lleva 2 unidades por 1 €,2020-04-12
NORDIC MIST Mixer tónica Blue botella 20 cl,,"Bebidas,Agua, Refrescos y Zumos,Refrescos y gaseosa,Tónica, Mixers y Ginger Ale",0.59,0.59,EUR,AVAILABLE,Lleva 2 unidades por 1 €,2020-04-12
YLLERA CINCO.5 vino blanco verdejo frizzante 5.5 de alcohol de Castilla y León botella 75 cl,,"Bebidas,Vinos,Vino blanco,Vino blanco Castilla y León",5.88,5.88,EUR,AVAILABLE,Lleva 6 y paga 5,2020-04-12
VIÑAS ALTAS vino blanco DO Toro botella 75 cl,,"Bebidas,Vinos,Vino blanco,Vino blanco Castilla y León",3.60,3.60,EUR,AVAILABLE,Lleva 6 y paga 5,2020-04-12
VIÑAS ALTAS vino blanco verdejo Frizzante 5.5 botella 75 cl,,"Bebidas,Vinos,Vino blanco,Vino blanco Castilla y León",4.40,4.40,EUR,AVAILABLE,Lleva 6 y paga 5,2020-04-12
DOMINIO DE TARES vino blanco godello fermentado en barrica DO Bierzo botella 75 cl,,"Bebidas,Vinos,Vino blanco,Vino blanco Castilla y León",14.90,13.40,EUR,AVAILABLE,,2020-04-12
LAS MORADAS DE SAN MARTIN Initio vino tinto garnacha DO Vinos de Madrid botella 75 cl,,"Bebidas,Vinos,Vino tinto,Vino tinto Madrid",13.35,11.49,EUR,AVAILABLE,,2020-04-12
CALIDAD ARTESANA empanada de atún pieza 800 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",7.50,6.99,EUR,AVAILABLE,,2020-04-12
CALIDAD ARTESANA sandwich de pollo braseado pieza 193 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",2.25,2.25,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CALIDAD ARTESANA sandwich de atún y lechuga pieza 189 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",2.05,2.05,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CALIDAD ARTESANA sandwich de atún y tomate pieza 180 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",2.05,2.05,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CALIDAD ARTESANA sandwich de gambas pieza 157 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",2.55,2.55,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CALIDAD ARTESANA sandwich de jamón y queso pieza 180 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",2.05,2.05,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CALIDAD ARTESANA sandwich de salmón pieza 190 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",2.55,2.55,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CALIDAD ARTESANA sandwich ensalada de pavo pieza 179 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",2.25,2.25,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CALIDAD ARTESANA sandwich integral vegetal pieza 182 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",2.05,2.05,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CALIDAD ARTESANA sandwich vegetal pieza 190 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",2.05,2.05,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
CALIDAD ARTESANA empanadillas de atún 3 unidades bandeja 300 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",3.75,3.75,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
Hojaldre con queso de cabra y espinacas bandeja 240 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",3.25,3.25,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
Hojaldre con tomate y mozarella bandeja 260 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",3.25,3.25,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
Quiche lorraine 2 x 130 g envase 260 g,,"Alimentación General,Alimentación general,Platos preparados,Empanadas y sandwiches",3.25,3.25,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
BONDUELLE judías verdes planas troceadas extra frasco 360 g neto escurrido,,"Alimentación General,Alimentación general,Conservas vegetales,Judías verdes",2.65,2.65,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
BONDUELLE judías verdes extrafinas frasco 280 g neto escurrido,,"Alimentación General,Alimentación general,Conservas vegetales,Judías verdes",3.85,3.85,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
BONDUELLE judías verdes finas troceadas frasco 360 g neto escurrido,,"Alimentación General,Alimentación general,Conservas vegetales,Judías verdes",2.50,2.50,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
BONDUELLE judías verdes ecológicas finas cortadas pack 2 latas 110 g neto escurrido,,"Alimentación General,Alimentación general,Conservas vegetales,Judías verdes",2.45,2.45,EUR,AVAILABLE,2ª unidad al 50% de descuento,2020-04-12
PAMPEANA novillo argentino solomillo peso aproximado bandeja 280 g,,"Frescos,Carnicería,Vacuno,Novillo argentino",16.79,10.07,EUR,AVAILABLE,,2020-04-12
PAMPEANA novillo argentino centro lomo alto peso aproximado bandeja 350 g,,"Frescos,Carnicería,Vacuno,Novillo argentino",13.98,13.28,EUR,AVAILABLE,,2020-04-12
PAMPEANA novillo argentino lomo bajo peso aproximado bandeja 350 g,,"Frescos,Carnicería,Vacuno,Novillo argentino",13.98,13.28,EUR,AVAILABLE,,2020-04-12
GERBLE tiras de soja y trigo 100% vegetal bandeja 130 g,,"Dietéticos,Dietéticos,Alimentación básica dietética,Platos preparados y elaborados",3.87,3.87,EUR,AVAILABLE,Lleva 3 y paga 2,2020-04-12
GERBLE Veggie Nuggets 100% vegetal sin carne bandeja 150 g,,"Dietéticos,Dietéticos,Alimentación básica dietética,Platos preparados y elaborados",3.87,3.87,EUR,AVAILABLE,Lleva 3 y paga 2,2020-04-12
GERBLE Veggie Escalopa 100% vegetal sin carne bandeja 170 g,,"Dietéticos,Dietéticos,Alimentación básica dietética,Platos preparados y elaborados",3.87,3.87,EUR,AVAILABLE,Lleva 3 y paga 2,2020-04-12
"SORIA NATURAL albóndigas vegetales de quinoa con salsa de tomate ecológicas envase 350 g sin gluten, sin lactosa y sin huevo",,"Dietéticos,Dietéticos,Alimentación básica dietética,Platos preparados y elaborados",4.00,3.96,EUR,AVAILABLE,Lleva 3 y paga 2,2020-04-12
SORIA NATURAL empanada de brócoli ecológica y sin gluten envase 200 g,,"Dietéticos,Dietéticos,Alimentación básica dietética,Platos preparados y elaborados",3.43,3.43,EUR,AVAILABLE,Lleva 3 y paga 2,2020-04-12
"SORIA NATURAL tortilla de patata con cebolla ecológica, sin huevo, sin gluten y sin lactosa envase 250 g",,"Dietéticos,Dietéticos,Alimentación básica dietética,Platos preparados y elaborados",3.47,3.47,EUR,AVAILABLE,Lleva 3 y paga 2,2020-04-12
SORIA NATURAL croquetas de boletus ecológicas y sin gluten envase 250 g,,"Dietéticos,Dietéticos,Alimentación básica dietética,Platos preparados y elaborados",4.10,3.95,EUR,AVAILABLE,Lleva 3 y paga 2,2020-04-12
"SORIA NATURAL tortilla de verduras con kale ecológica sin gluten, sin lactosa y sin huevo paquete 235 g",,"Dietéticos,Dietéticos,Alimentación básica dietética,Platos preparados y elaborados",3.34,3.34,EUR,AVAILABLE,Lleva 3 y paga 2,2020-04-12
OBRADOR SORRIBAS arroz con verduritas y setas ecológico envase 200 g,,"Dietéticos,Dietéticos,Alimentación básica dietética,Platos preparados y elaborados",2.99,2.99,EUR,AVAILABLE,Lleva 3 y paga 2,2020-04-12
ALBO sardinas en aceite de oliva lata 85 g neto escurrido,,"Alimentación General,Alimentación general,Conservas de pescado,Sardinas en aceite",1.91,1.65,EUR,AVAILABLE,,2020-04-12
